,kcat,data_type,MW,kcat_MW
rxn00011_num1,0.46,Other_species,243704,6.795128516561074
rxn00077,10.89,Other_species,29048,1349.628201597356
rxn00097_num1,5.24,fill,24528,769.0802348336595
rxn00100,2.71,Other_species,22083,441.78780057057463
rxn00113_reverse,5.24,fill,239176,78.87078971134227
rxn00119,5.24,fill,157890,119.47558426752802
rxn00124,0.136,Other_species,36738,13.326800587947087
rxn00126,0.93,Other_species,170748,19.607843137254903
rxn00134,1.2,Other_species,22083,195.62559434859395
rxn00141_num1,49.75,Other_species,50847,3522.331700985309
rxn00154,2424.9579999999996,Brenda_SA,1212479.0,7199.999999999998
rxn00168,150.0,Database,243704,2215.802777139481
rxn00179,12.25,Other_species,42509,1037.4273683220024
rxn00192_num1,0.22,Other_species,86264,9.181118427153853
rxn00208,0.2,Other_species,44972,16.009961753980253
rxn00209,0.185,Other_species,44972,14.809214622431735
rxn00216,139588.0,Brenda_SA,34897,14400000.0
rxn00224,5.24,fill,37426,504.03462833324426
rxn00237,5.24,fill,24528,769.0802348336595
rxn00239,80.0,Other_species,24760,11631.663974151857
rxn00285,5.24,fill,84042.0,224.4591989719426
rxn00293,5.24,fill,147309,128.0573488381565
rxn00313,15.65,Other_species,90498,622.5551945899357
rxn00328,9.8,Other_species,64515,546.8495698674727
rxn00379_num1,1.8,Other_species,35395,183.07670574939962
rxn00409,5.24,fill,24528,769.0802348336595
rxn00410_num1,5.24,fill,239176,78.87078971134227
rxn00412_num1,6.9,Other_species,239176,103.85657423821789
rxn00414,4.79,Other_species,160337.0,107.54847602237787
rxn00459,43.0,Other_species,365944,423.01554336182585
rxn00461,3.5,Other_species,44755,281.5327896324433
rxn00474_num1,0.45,Other_species,57676.0,28.087939524238852
rxn00514,5.24,fill,22937,822.4266469023848
rxn00543_num1,51.19,Other_species,80290,2295.2297920039855
rxn00544,57.2,Database,243704,844.9594590158553
rxn00555,5.24,fill,131976,142.93507910529186
rxn00558,5.24,fill,55399,340.51156158053396
rxn00604,175.0,Other_species,53859,11697.209380047903
rxn00611_reverse,5.24,fill,36310,519.5263012944092
rxn00612_reverse,5.24,fill,36310,519.5263012944092
rxn00623_reverse,194.5,Other_species,131647.0,5318.769132604617
rxn00633,200.0,Database,188760,3814.367450731087
rxn00678,999.0,Other_species,415800,8649.35064935065
rxn00690,5.24,fill,59286,318.1864183787066
rxn00692,5.24,fill,91626,205.88042695304827
rxn00721,5.24,fill,104393,180.701771191555
rxn00735_reverse,5.24,fill,75456,250.0
rxn00743,5.24,fill,63011,299.37629937629936
rxn00776_num1,0.00833,Other_species,87411.0,0.34306895013213445
rxn00781,5.24,fill,144408,130.62988200099718
rxn00789_num1,0.94,Other_species,24536,137.91979132702966
rxn00798,5.24,fill,23205,812.9282482223658
rxn00802,15.5,Other_species,51079,1092.4254586033398
rxn00838,1.42,Other_species,93534,54.65392263775739
rxn00851,4.916667,Other_species,35215,502.62675564390184
rxn00859,1.436,Other_species,46339,111.56045663480006
rxn00863,5.24,fill,46339,407.0869030406353
rxn00898,5.24,fill,131358,143.60754579089206
rxn00907,5.24,fill,62886,299.9713767770251
rxn00912_num1,5.24,fill,292310,64.53422736136294
rxn00917,2.39,Other_species,115674,74.38145132008921
rxn00921,55.0,Other_species,26959,7344.486071441819
rxn00927,0.06,Other_species,50847,4.248038232344091
rxn01018,52.316665,Other_species,415800,452.95813852813853
rxn01066,5.24,fill,76906,245.28645359269757
rxn01100,220.0,Other_species,41388,19135.98144389678
rxn01106,5.24,fill,51876,363.6363636363636
rxn01143,3.3,Other_species,88380,134.41955193482687
rxn01208,5.24,fill,75456,250.0
rxn01241,5.24,fill,99492,189.6031841756121
rxn01255,0.43915,Other_species,153328,10.310836898674737
rxn01268,12.65,Other_species,64102,710.4302517862158
rxn01269,16.3,Other_species,64102,915.4160556612899
rxn01300,18.3,Other_species,36738,1793.2386085252326
rxn01303_num1,0.977,Other_species,82370,42.70001214034236
rxn01331,110.0,Other_species,144408,2742.2303473491775
rxn01396,0.995,Other_species,36738,97.50122488975992
rxn01485,0.1,Other_species,47895,7.516442217350454
rxn01512,147.0,Other_species,24528,21575.342465753423
rxn01518,2.3,Other_species,88380,93.68635437881872
rxn01519_num1,5.24,fill,15680,1203.061224489796
rxn01520,5.24,fill,67172,280.8312987554338
rxn01521_num1,5.24,fill,27725,680.3967538322813
rxn01530_num1,0.02,Other_species,36122,1.9932451137810752
rxn01547,1.753,Other_species,28300,222.9964664310954
rxn01641,0.00685,Other_species,32483,0.7591663331588832
rxn01644_num1,46.35,Other_species,123996,1345.6885705990517
rxn01673,264.0,Other_species,24528,38747.553816046966
rxn01682_num1,2.8,Other_species,57676.0,174.76940148415287
rxn01739,39.5,Other_species,19609,7251.772145443419
rxn01790,3.485,Other_species,36575,343.0211893369788
rxn01791_num1,3.4,Other_species,64520,189.708617482951
rxn01807,0.745,Other_species,36738,73.00342969132778
rxn01858_num1,5.516667,Other_species,37881,524.2734141126158
rxn01871,2.4,Other_species,1123992,7.686887451156236
rxn01917,40.4,Other_species,31710,4586.565752128666
rxn01962,99.24000000000001,Other_species,22937,15575.881763090207
rxn01964_num1,3.4,Other_species,57676.0,212.21998751647132
rxn01973,97.0,Other_species,80040,4362.818590704647
rxn01974,106.0,Other_species,58594,6512.6122128545585
rxn02008,1.816667,Other_species,47476,137.75383772853652
rxn02011,1.83,Other_species,51756,127.28958961279852
rxn02159,5.24,fill,46339,407.0869030406353
rxn02166,108.0,Other_species,63011,6170.351208519148
rxn02175,4.699999999999999,Other_species,120228,140.73260804471502
rxn02181,96.0,Other_species,65392,5285.050159040861
rxn02182,195.0,Other_species,51079,13743.41705984847
rxn02186,5.24,fill,36575,515.7621326042379
rxn02199,206.0,Other_species,82370,9003.277892436567
rxn02212,3.0,Other_species,41033,263.2027879999025
rxn02229,5.24,fill,72526,260.09982626920004
rxn02283,5.24,fill,32483,580.7345380660653
rxn02285,36.0,Other_species,33905,3822.445067099248
rxn02286,3.925,Other_species,51023,276.93393175626676
rxn02342,5.24,fill,88487.0,213.18385751579328
rxn02362,5.24,fill,41369,455.9936184099205
rxn02391,5.24,fill,47895,393.8615721891638
rxn02473,1000.0,Other_species,21676,166082.30300793506
rxn02476,12.8,Other_species,47788,964.2588097430317
rxn02507,1.425,Other_species,29341,174.84066664394533
rxn02508,38.9,Other_species,23205,6034.906270200388
rxn02518,18.68,Other_species,22937,2931.8568252168984
rxn02789_num1,5.24,fill,21336,884.1394825646794
rxn02811_num1,5.24,fill,21336,884.1394825646794
rxn02835,3.345,Other_species,39999.0,301.05752643816095
rxn02895,7.0,Other_species,44044,572.1551176096631
rxn02962_num1,5.24,fill,51585,365.6876999127653
rxn03031_reverse,43.33333,Other_species,87084,1791.373708143861
rxn03062,5.24,fill,75456,250.0
rxn03063,0.010415,Other_species,67172,0.5581790031560769
rxn03068,5.24,fill,36575,515.7621326042379
rxn03080,0.0557,Other_species,14861,13.493035461947379
rxn03084,499.525,Other_species,101539.0,17710.337899723258
rxn03135,2.0100000000000002,Other_species,49672.0,145.67563214688357
rxn03167,5.24,fill,63011,299.37629937629936
rxn03175,3.92,Other_species,26147,539.7177496462309
rxn03282_num1,5.24,fill,36122,522.2302198106418
rxn03408,5.24,fill,42380,445.11562057574326
rxn03435,5.24,fill,36575,515.7621326042379
rxn03437,5.7,Other_species,131358,156.21431507787878
rxn03638,853.0,Other_species,147309,20845.976824226625
rxn03848,5.24,fill,20424,923.6192714453584
rxn03849,7.95,Other_species,20424,1401.2925969447708
rxn03884,645150.0,Brenda_SA,64515,36000000.0
rxn03901,5.24,fill,29096,648.3365411053065
rxn03903,5.24,fill,38866,485.3599547162044
rxn03904,5.3149999999999995,Other_species,38866,492.30690063294395
rxn03909_num1,3.4000000000000004,Other_species,140614,87.04680899483694
rxn03910,2.5,Other_species,41369,217.55420725664143
rxn03933,5.24,fill,42380,445.11562057574326
rxn03951,5.24,fill,70906,266.04236594928494
rxn03958,27207.7,Brenda_SA,83716,1170000.0
rxn04113,3.11,Other_species,36504,306.7061143984221
rxn04674,5.24,fill,27406,688.316427059768
rxn04726_num1,5.24,fill,80290,234.9483123676672
rxn04757,5.24,fill,51876,363.6363636363636
rxn04760,5.24,fill,51876,363.6363636363636
rxn04809,5.24,fill,32970,572.1565059144677
rxn04810,5.24,fill,32970,572.1565059144677
rxn04811,5.24,fill,32970,572.1565059144677
rxn04830,5.24,fill,32970,572.1565059144677
rxn04831,5.24,fill,32970,572.1565059144677
rxn04832,5.24,fill,32970,572.1565059144677
rxn04833,5.24,fill,32970,572.1565059144677
rxn04872,5.24,fill,32970,572.1565059144677
rxn04873,5.24,fill,32970,572.1565059144677
rxn04886,5.24,fill,32970,572.1565059144677
rxn04887_reverse,5.24,fill,32970,572.1565059144677
rxn04894,5.24,fill,32970,572.1565059144677
rxn04895,5.24,fill,32970,572.1565059144677
rxn04896,5.24,fill,32970,572.1565059144677
rxn04903,5.24,fill,32970,572.1565059144677
rxn04916,5.24,fill,32970,572.1565059144677
rxn04919,5.24,fill,32970,572.1565059144677
rxn04996,3.11,Other_species,36504,306.7061143984221
rxn05005_num1,5.24,fill,51585,365.6876999127653
rxn05006_num1,5.24,fill,51585,365.6876999127653
rxn05031_num1,5.24,fill,32577,579.058845197532
rxn05070,0.0028037904999999998,Brenda_SA,74109.0,0.1362
rxn05116,5.24,fill,70906,266.04236594928494
rxn05239,5.24,fill,28262.0,667.46868586795
rxn05293,5.24,fill,39941,472.29663754037205
rxn05330,0.1,Other_species,17271,20.844189682126107
rxn05331,0.1,Other_species,17271,20.844189682126107
rxn05332,5.24,fill,17271,1092.235539343408
rxn05334,5.24,fill,17271,1092.235539343408
rxn05335,0.1,Other_species,17271,20.844189682126107
rxn05814,5.24,fill,24760,761.8739903069467
rxn05872_num1,5.24,fill,36122,522.2302198106418
rxn05882,57.2,Database,243704,844.9594590158553
rxn06023,0.65,Other_species,14639,159.84698408361226
rxn06099,5.24,fill,76906,245.28645359269757
rxn06280,5.24,fill,90028,209.53481139201136
rxn06300,5.24,fill,97115,194.24393759975288
rxn06434,5.24,fill,132916,141.92422281741852
rxn06435,5.24,fill,58524,322.32930079967196
rxn06437,5.24,fill,106453.0,177.20496369289734
rxn06438,5.24,fill,66094.0,285.4116863860562
rxn06440,5.24,fill,106263,177.5218090962988
rxn06441,5.24,fill,95428,197.6778304061701
rxn06444,5.24,fill,250898.0,75.18593213178264
rxn06445,5.24,fill,100628,187.46273403028977
rxn06446,5.24,fill,95460,197.61156505342552
rxn06447,5.24,fill,149746,125.97331481308349
rxn06449,5.24,fill,100416,187.8585086042065
rxn06538,5.24,fill,32483,580.7345380660653
rxn06673,5.24,fill,34268.0,550.4844169487568
rxn06936,5.24,fill,132916,141.92422281741852
rxn06937_num1,5.24,fill,53893,350.02690516393596
rxn07100,5.24,fill,38866,485.3599547162044
rxn07181,5.24,fill,32970,572.1565059144677
rxn07261,5.24,fill,38866,485.3599547162044
rxn07312,0.02,Other_species,67172,1.071875186089442
rxn07670,5.24,fill,147309,128.0573488381565
rxn07672,5.24,fill,147309,128.0573488381565
rxn07673,5.24,fill,147309,128.0573488381565
rxn07720,5.24,fill,147309,128.0573488381565
rxn07721,5.24,fill,147309,128.0573488381565
rxn07734,5.24,fill,147309,128.0573488381565
rxn07976,5.24,fill,17271,1092.235539343408
rxn07977,5.24,fill,17271,1092.235539343408
rxn07978,5.24,fill,17271,1092.235539343408
rxn07979,5.24,fill,17271,1092.235539343408
rxn07980,5.24,fill,17271,1092.235539343408
rxn08131,5.24,fill,133772,141.01605717190444
rxn08136,5.24,fill,39563,476.8091398528928
rxn08173,5.24,fill,107439.0,175.57870047189567
rxn08180,5.24,fill,72526,260.09982626920004
rxn08352,3.11,Other_species,36504,306.7061143984221
rxn08438,5.24,fill,24589,767.1723128228069
rxn08459,5.24,fill,131647.0,143.29228922801127
rxn08521,5.24,fill,62886,299.9713767770251
rxn08546,5.24,fill,97452.0,193.5722201699298
rxn08547,5.24,fill,97452.0,193.5722201699298
rxn08548,5.24,fill,97452.0,193.5722201699298
rxn08549,5.24,fill,97452.0,193.5722201699298
rxn08550,5.24,fill,97452.0,193.5722201699298
rxn08551,5.24,fill,97452.0,193.5722201699298
rxn08552,5.24,fill,97452.0,193.5722201699298
rxn08756,3.11,Other_species,36504,306.7061143984221
rxn09115,5.24,fill,47872.0,394.05080213903744
rxn09197,5.24,fill,26959,699.7292184428205
rxn09198,5.24,fill,26959,699.7292184428205
rxn09199,5.24,fill,26959,699.7292184428205
rxn09200,5.24,fill,26959,699.7292184428205
rxn09201,5.24,fill,26959,699.7292184428205
rxn09202,5.24,fill,26959,699.7292184428205
rxn09203,5.24,fill,26959,699.7292184428205
rxn09240,5.24,fill,35395.0,532.9566322926967
rxn09310_num1,5.24,fill,108508.0,173.84893279758174
rxn09345,1.55,Other_species,55430,100.66750856936677
rxn09562,5.24,fill,24760,761.8739903069467
rxn10052,5.24,fill,24528,769.0802348336595
rxn10060,5.24,fill,29048,649.4078766180115
rxn10202,5.24,fill,97452.0,193.5722201699298
rxn10203,5.24,fill,97452.0,193.5722201699298
rxn10204,5.24,fill,97452.0,193.5722201699298
rxn10205,5.24,fill,97452.0,193.5722201699298
rxn10206,5.24,fill,97452.0,193.5722201699298
rxn10207,5.24,fill,97452.0,193.5722201699298
rxn10208,5.24,fill,97452.0,193.5722201699298
rxn10209,5.24,fill,97452.0,193.5722201699298
rxn10210,5.24,fill,97452.0,193.5722201699298
rxn10232,5.24,fill,26959,699.7292184428205
rxn10233,5.24,fill,26959,699.7292184428205
rxn10234,5.24,fill,26959,699.7292184428205
rxn10235,5.24,fill,26959,699.7292184428205
rxn10236,5.24,fill,26959,699.7292184428205
rxn10237,5.24,fill,26959,699.7292184428205
rxn10902,5.4,Other_species,53859,360.94246087004956
rxn10996,5.24,fill,147309,128.0573488381565
rxn11663,5.24,fill,70906,266.04236594928494
rxn11749,5.24,fill,62886,299.9713767770251
rxn11808_reverse,5.24,fill,32970,572.1565059144677
rxn11809_num1,5.24,fill,80290,234.9483123676672
rxn12154,5.24,fill,32970,572.1565059144677
rxn12197,5.24,fill,76906,245.28645359269757
rxn12510,1.14,Other_species,59414,69.07462887534923
rxn13394,5.24,fill,243704,77.40537701473919
rxn14294,0.02975,Other_species,153328,0.6985025566106647
rxn30018,9613.5,Database,58575,590842.509603073
rxn39451,5.24,fill,26772,704.616763783057
rxn39452,5.24,fill,26772,704.616763783057
rxn39829,0.0245,Other_species,16671,5.290624437646212
SacB,5.24,fill,46762,403.40447371797615
SacC,5.24,fill,46100,409.19739696312365
LIPOS,5.24,fill,35662,528.9664068195839
rxn00076,0.815,Other_species,82191,35.69733912472169
rxn00097_reverse_num1,5.24,fill,24528,769.0802348336595
rxn00119_reverse,5.24,fill,157890,119.47558426752802
rxn00124_reverse,0.136,Other_species,36738,13.326800587947087
rxn00179_reverse,12.25,Other_species,42509,1037.4273683220024
rxn00224_reverse,5.24,fill,37426,504.03462833324426
rxn00239_reverse,80.0,Other_species,24760,11631.663974151857
rxn00285_reverse,5.24,fill,84042.0,224.4591989719426
rxn00328_reverse,9.8,Other_species,64515,546.8495698674727
rxn00459_reverse,43.0,Other_species,365944,423.01554336182585
rxn00461_reverse,3.5,Other_species,44755,281.5327896324433
rxn00543_reverse_num1,51.19,Other_species,80290,2295.2297920039855
rxn00544_reverse,57.2,Database,243704,844.9594590158553
rxn00555_reverse,5.24,fill,131976,142.93507910529186
rxn00558_reverse,5.24,fill,55399,340.51156158053396
rxn00604_reverse,175.0,Other_species,53859,11697.209380047903
rxn00678_reverse,999.0,Other_species,415800,8649.35064935065
rxn00692_reverse,5.24,fill,91626,205.88042695304827
rxn00781_reverse,5.24,fill,144408,130.62988200099718
rxn00798_reverse,5.24,fill,23205,812.9282482223658
rxn00802_reverse,15.5,Other_species,51079,1092.4254586033398
rxn00859_reverse,1.436,Other_species,46339,111.56045663480006
rxn00907_reverse,5.24,fill,62886,299.9713767770251
rxn00912_reverse_num1,5.24,fill,292310,64.53422736136294
rxn01100_reverse,220.0,Other_species,41388,19135.98144389678
rxn01106_reverse,5.24,fill,51876,363.6363636363636
rxn01300_reverse,18.3,Other_species,36738,1793.2386085252326
rxn01396_reverse,0.995,Other_species,36738,97.50122488975992
rxn01485_reverse,0.1,Other_species,47895,7.516442217350454
rxn01530_reverse_num1,0.02,Other_species,36122,1.9932451137810752
rxn01547_reverse,1.753,Other_species,28300,222.9964664310954
rxn01641_reverse,0.00685,Other_species,32483,0.7591663331588832
rxn01682_reverse_num1,2.8,Other_species,57676.0,174.76940148415287
rxn01739_reverse,39.5,Other_species,19609,7251.772145443419
rxn01790_reverse,3.485,Other_species,36575,343.0211893369788
rxn01807_reverse,0.745,Other_species,36738,73.00342969132778
rxn01917_reverse,40.4,Other_species,31710,4586.565752128666
rxn01974_reverse,106.0,Other_species,58594,6512.6122128545585
rxn02159_reverse,5.24,fill,46339,407.0869030406353
rxn02181_reverse,96.0,Other_species,65392,5285.050159040861
rxn02182_reverse,195.0,Other_species,51079,13743.41705984847
rxn02186_reverse,5.24,fill,36575,515.7621326042379
rxn02229_reverse,5.24,fill,72526,260.09982626920004
rxn02283_reverse,5.24,fill,32483,580.7345380660653
rxn02285_reverse,36.0,Other_species,33905,3822.445067099248
rxn02342_reverse,5.24,fill,88487.0,213.18385751579328
rxn02362_reverse,5.24,fill,41369,455.9936184099205
rxn02391_reverse,5.24,fill,47895,393.8615721891638
rxn02476_reverse,12.8,Other_species,47788,964.2588097430317
rxn02508_reverse,38.9,Other_species,23205,6034.906270200388
rxn02789_reverse_num1,5.24,fill,21336,884.1394825646794
rxn02811_reverse_num1,5.24,fill,21336,884.1394825646794
rxn02835_reverse,3.345,Other_species,39999.0,301.05752643816095
rxn02962_reverse_num1,5.24,fill,51585,365.6876999127653
rxn03062_reverse,5.24,fill,75456,250.0
rxn03063_reverse,0.010415,Other_species,67172,0.5581790031560769
rxn03068_reverse,5.24,fill,36575,515.7621326042379
rxn03080_reverse,0.0557,Other_species,14861,13.493035461947379
rxn03175_reverse,3.92,Other_species,26147,539.7177496462309
rxn03282_reverse_num1,5.24,fill,36122,522.2302198106418
rxn03408_reverse,5.24,fill,42380,445.11562057574326
rxn03435_reverse,5.24,fill,36575,515.7621326042379
rxn03884_reverse,645150.0,Brenda_SA,64515,36000000.0
rxn03903_reverse,5.24,fill,38866,485.3599547162044
rxn03904_reverse,5.3149999999999995,Other_species,38866,492.30690063294395
rxn03910_reverse,2.5,Other_species,41369,217.55420725664143
rxn03933_reverse,5.24,fill,42380,445.11562057574326
rxn03951_reverse,5.24,fill,70906,266.04236594928494
rxn03958_reverse,27207.7,Brenda_SA,83716,1170000.0
rxn04726_reverse_num1,5.24,fill,80290,234.9483123676672
rxn04757_reverse,5.24,fill,51876,363.6363636363636
rxn04760_reverse,5.24,fill,51876,363.6363636363636
rxn04809_reverse,5.24,fill,32970,572.1565059144677
rxn04810_reverse,5.24,fill,32970,572.1565059144677
rxn04811_reverse,5.24,fill,32970,572.1565059144677
rxn04830_reverse,5.24,fill,32970,572.1565059144677
rxn04831_reverse,5.24,fill,32970,572.1565059144677
rxn04832_reverse,5.24,fill,32970,572.1565059144677
rxn04833_reverse,5.24,fill,32970,572.1565059144677
rxn04872_reverse,5.24,fill,32970,572.1565059144677
rxn04873_reverse,5.24,fill,32970,572.1565059144677
rxn04886_reverse,5.24,fill,32970,572.1565059144677
rxn04894_reverse,5.24,fill,32970,572.1565059144677
rxn04895_reverse,5.24,fill,32970,572.1565059144677
rxn04896_reverse,5.24,fill,32970,572.1565059144677
rxn04903_reverse,5.24,fill,32970,572.1565059144677
rxn04916_reverse,5.24,fill,32970,572.1565059144677
rxn04919_reverse,5.24,fill,32970,572.1565059144677
rxn05005_reverse_num1,5.24,fill,51585,365.6876999127653
rxn05006_reverse_num1,5.24,fill,51585,365.6876999127653
rxn05330_reverse,0.1,Other_species,17271,20.844189682126107
rxn05331_reverse,0.1,Other_species,17271,20.844189682126107
rxn05332_reverse,5.24,fill,17271,1092.235539343408
rxn05334_reverse,5.24,fill,17271,1092.235539343408
rxn05335_reverse,0.1,Other_species,17271,20.844189682126107
rxn05814_reverse,5.24,fill,24760,761.8739903069467
rxn05872_reverse_num1,5.24,fill,36122,522.2302198106418
rxn07100_reverse,5.24,fill,38866,485.3599547162044
rxn07181_reverse,5.24,fill,32970,572.1565059144677
rxn07261_reverse,5.24,fill,38866,485.3599547162044
rxn07312_reverse,0.02,Other_species,67172,1.071875186089442
rxn07672_reverse,5.24,fill,147309,128.0573488381565
rxn07673_reverse,5.24,fill,147309,128.0573488381565
rxn07720_reverse,5.24,fill,147309,128.0573488381565
rxn07976_reverse,5.24,fill,17271,1092.235539343408
rxn07977_reverse,5.24,fill,17271,1092.235539343408
rxn07978_reverse,5.24,fill,17271,1092.235539343408
rxn07979_reverse,5.24,fill,17271,1092.235539343408
rxn07980_reverse,5.24,fill,17271,1092.235539343408
rxn08173_reverse,5.24,fill,107439.0,175.57870047189567
rxn08521_reverse,5.24,fill,62886,299.9713767770251
rxn09345_reverse,1.55,Other_species,55430,100.66750856936677
rxn09562_reverse,5.24,fill,24760,761.8739903069467
rxn10052_reverse,5.24,fill,24528,769.0802348336595
rxn10902_reverse,5.4,Other_species,53859,360.94246087004956
rxn11749_reverse,5.24,fill,62886,299.9713767770251
rxn11809_reverse_num1,5.24,fill,80290,234.9483123676672
rxn12154_reverse,5.24,fill,32970,572.1565059144677
rxn12510_reverse,1.14,Other_species,59414,69.07462887534923
rxn14294_reverse,0.02975,Other_species,153328,0.6985025566106647
LIPOS_reverse,5.24,fill,35662,528.9664068195839
rxn00011_num4,0.46,Other_species,88487.0,18.71461344604292
rxn00193_num2,12.16,Other_species,58594,747.1072123425606
rxn00337_num2,6.3,Other_species,31710,715.2317880794702
rxn00410_num2,5.24,fill,182812,103.18797453121239
rxn00412_num2,6.9,Other_species,182812,135.87729470713083
rxn00470_num2,6.9,Other_species,90498,274.4812040045084
rxn00493_num3,5.24,fill,80684.0,233.8010014377076
rxn00500_num2,150.0,Other_species,36496,14796.142042963613
rxn00527_num8,5.24,fill,80684.0,233.8010014377076
rxn00543_num2,51.19,Other_species,36122,5101.710868722662
rxn00547_num2,5.24,fill,32609,578.490600754393
rxn00704_num2,5.24,fill,47895,393.8615721891638
rxn00763_num2,5.24,fill,80290,234.9483123676672
rxn00763_num3,5.24,fill,36122,522.2302198106418
rxn00776_num2,0.00833,Other_species,34862.0,0.8601916126441399
rxn00912_num2,5.24,fill,317840,59.35061666247169
rxn01137_num2,5.449999999999999,Other_species,37881,517.9377524352577
rxn01225_num3,5.6,Other_species,37881,532.1929199334759
rxn01270_num2,95.30000000000001,Other_species,80684,4252.144167368996
rxn01303_num2,0.977,Other_species,86264,40.77251228786052
rxn01368_num2,4.824999999999999,Other_species,62886,276.21410170785225
rxn01486_num2,0.9500000000000001,Other_species,32577,104.9820425453541
rxn01489_num2,5.24,fill,32577,579.058845197532
rxn01519_num2,5.24,fill,29096,648.3365411053065
rxn01530_num2,0.02,Other_species,80290,0.896749283846058
rxn01607_num2,80.5,Other_species,32609,8887.117053574166
rxn01800_num2,4.8,Other_species,62886,274.782940559107
rxn02230_num2,7.35,Other_species,72526,364.8346799768359
rxn02320_num3,0.613333335,Other_species,80684.0,27.36602059887958
rxn02789_num2,5.24,fill,51813,364.07851311446933
rxn02789_num3,5.24,fill,73149.0,257.88459172374195
rxn02811_num2,5.24,fill,51813,364.07851311446933
rxn02811_num3,5.24,fill,73149.0,257.88459172374195
rxn02945_num2,5.24,fill,32577,579.058845197532
rxn03282_num2,5.24,fill,80290,234.9483123676672
rxn03333_num2,0.106,Other_species,36122,10.564199103039698
rxn03333_num3,0.106,Other_species,80290,4.752771204384108
rxn03907_num2,43.425,Other_species,41369,3778.9165800478618
rxn03909_num2,3.4000000000000004,Other_species,141028,86.79127549139179
rxn04726_num2,5.24,fill,36122,522.2302198106418
rxn04736_num2,5.24,fill,80290,234.9483123676672
rxn04736_num3,5.24,fill,36122,522.2302198106418
rxn04908_num2,5.24,fill,80290,234.9483123676672
rxn04908_num3,5.24,fill,36122,522.2302198106418
rxn05023_num2,13.7,Other_species,16241,3036.758820269688
rxn05871_num2,5.24,fill,36122,522.2302198106418
rxn05871_num3,5.24,fill,80290,234.9483123676672
rxn05872_num2,5.24,fill,80290,234.9483123676672
rxn06874_num3,5.24,fill,64104,294.2718083114938
rxn06937_num2,5.24,fill,50635,372.5486323689148
rxn08103_num2,5.24,fill,91626,205.88042695304827
rxn09310_num2,5.24,fill,108508.0,173.84893279758174
rxn09310_num3,5.24,fill,108508.0,173.84893279758174
rxn11809_num2,5.24,fill,36122,522.2302198106418
rxn11834_num2,5.24,fill,80290,234.9483123676672
rxn11834_num3,5.24,fill,36122,522.2302198106418
rxn11838_num2,5.24,fill,80290,234.9483123676672
rxn11838_num3,5.24,fill,36122,522.2302198106418
rxn14054_num2,5.24,fill,36122,522.2302198106418
rxn14054_num3,5.24,fill,80290,234.9483123676672
rxn14089_num2,5.24,fill,80290,234.9483123676672
rxn14089_num3,5.24,fill,36122,522.2302198106418
rxn36708_num2,5.24,fill,36496,516.8785620341955
rxn00193_reverse_num2,12.16,Other_species,58594,747.1072123425606
rxn00337_reverse_num2,6.3,Other_species,31710,715.2317880794702
rxn00493_reverse_num3,5.24,fill,80684.0,233.8010014377076
rxn00500_reverse_num2,150.0,Other_species,36496,14796.142042963613
rxn00527_reverse_num8,5.24,fill,80684.0,233.8010014377076
rxn00543_reverse_num2,51.19,Other_species,36122,5101.710868722662
rxn00547_reverse_num2,5.24,fill,32609,578.490600754393
rxn00763_reverse_num2,5.24,fill,80290,234.9483123676672
rxn00763_reverse_num3,5.24,fill,36122,522.2302198106418
rxn00912_reverse_num2,5.24,fill,317840,59.35061666247169
rxn01270_reverse_num2,95.30000000000001,Other_species,80684,4252.144167368996
rxn01530_reverse_num2,0.02,Other_species,80290,0.896749283846058
rxn01607_reverse_num2,80.5,Other_species,32609,8887.117053574166
rxn02230_reverse_num2,7.35,Other_species,72526,364.8346799768359
rxn02320_reverse_num3,0.613333335,Other_species,80684.0,27.36602059887958
rxn02789_reverse_num2,5.24,fill,51813,364.07851311446933
rxn02789_reverse_num3,5.24,fill,73149.0,257.88459172374195
rxn02811_reverse_num2,5.24,fill,51813,364.07851311446933
rxn02811_reverse_num3,5.24,fill,73149.0,257.88459172374195
rxn03282_reverse_num2,5.24,fill,80290,234.9483123676672
rxn03333_reverse_num2,0.106,Other_species,36122,10.564199103039698
rxn03333_reverse_num3,0.106,Other_species,80290,4.752771204384108
rxn04726_reverse_num2,5.24,fill,36122,522.2302198106418
rxn04736_reverse_num2,5.24,fill,80290,234.9483123676672
rxn04736_reverse_num3,5.24,fill,36122,522.2302198106418
rxn04908_reverse_num2,5.24,fill,80290,234.9483123676672
rxn04908_reverse_num3,5.24,fill,36122,522.2302198106418
rxn05871_reverse_num2,5.24,fill,36122,522.2302198106418
rxn05871_reverse_num3,5.24,fill,80290,234.9483123676672
rxn05872_reverse_num2,5.24,fill,80290,234.9483123676672
rxn11809_reverse_num2,5.24,fill,36122,522.2302198106418
rxn11834_reverse_num2,5.24,fill,80290,234.9483123676672
rxn11834_reverse_num3,5.24,fill,36122,522.2302198106418
rxn11838_reverse_num2,5.24,fill,80290,234.9483123676672
rxn11838_reverse_num3,5.24,fill,36122,522.2302198106418
rxn14054_reverse_num2,5.24,fill,36122,522.2302198106418
rxn14054_reverse_num3,5.24,fill,80290,234.9483123676672
rxn14089_reverse_num2,5.24,fill,80290,234.9483123676672
rxn14089_reverse_num3,5.24,fill,36122,522.2302198106418
